,sentence,DA_tag
47753,Okay,accept
47754,Yeah,accept
47755,Sure,accept
47756,Right,accept
47757,Uh huh,accept
47758,Uh huh,accept
47759,Where s that,wh-question
47760,Uh huh,farewell
47761,Yes,accept
47762,Sure,accept
47763,What Muhammad Ali maneuver was George Foreman the first victim of ?,wh-question
47764,you too,farewell
47765,Yeah,accept
47766,and uh what s the one comes on after that,wh-question
47767,Yeah,farewell
47768,Uh huh,accept
47769,Uh huh,accept
47770,Yeah,accept
47771,Yeah,accept
47772,Uh huh,accept
47773,Uh huh,accept
47774,Uh huh,accept
47775,What does Choo Choo Charlie say ?,wh-question
47776,Uh huh,accept
47777,I m Nola,greeting
47778,What is the definition of cecum ?,wh-question
47779,Don't choke.,imperative
47780,Right,accept
47781,Yeah huh,accept
47782,What do you have now,wh-question
47783,Where can I find detailed information about Manchukuo ?,wh-question
47784,Okay,farewell
47785,Uh huh,accept
47786,Uh huh,accept
47787,Uh huh,accept
47788,Bye bye,farewell
47789,Yeah,accept
47790,Uh huh faint,accept
47791,yeah,accept
47792,Huh,accept
47793,Uh huh,accept
47794,Right,accept
47795,What do you do,wh-question
47796,Uh huh,accept
47797,yeah,accept
47798,Yeah,accept
47799,Uh huh,accept
47800,I didn t notice anything strange I guess,reject
47801,Where are all European and American eels born ?,wh-question
47802,What country was Mikhail Gorbachev the leader of ?,wh-question
47803,Uh huh,accept
47804,What is a fear of sourness ?,wh-question
47805,Yeah,accept
47806,Uh huh,accept
47807,Uh,accept
47808,and get through that birthday party,farewell
47809,Yeah,accept
47810,Yeah,accept
47811,Uh huh,accept
47812,Yeah,accept
47813,Uh huh,accept
47814,Yeah,accept
47815,Bye bye,farewell
47816,Yeah,accept
47817,Well where are you,wh-question
47818,yep,accept
47819,When was Beethoven born ?,wh-question
47820,Yeah,accept
47821,How old are you,wh-question
47822,Yeah,accept
47823,so laughter Where did you get your recipe for it,wh-question
47824,Yeah,accept
47825,Who invented the lawnmower ?,wh-question
47826,Yes,accept
47827,What are the components of polyester ?,wh-question
47828,and there just was there was so little such little going on in Raleigh you know,farewell
47829,Uh huh,accept
47830,this is this is kind of a fun project,farewell
47831,Yeah,accept
47832,What what kind of what kind of paint do you normally use,wh-question
47833,Uh huh,accept
47834,Uh huh,accept
47835,What is the origin of the word `` sideburns '' ?,wh-question
47836,Yeah laughter,accept
47837,Uh huh,accept
47838,Right,accept
47839,How do you determine heating requirements for your home ?,wh-question
47840,Yeah,accept
47841,I haven t,reject
47842,Who was the first American in space ?,wh-question
47843,Uh huh,accept
47844,What did Mr. Magoo flog on TV for General Electric ?,wh-question
47845,What is the `` Global Economy '' ?,wh-question
47846,Yeah,accept
47847,Uh huh,accept
47848,Yeah laughter,accept
47849,Uh huh,accept
47850,I don t think so,reject
47851,Uh huh,accept
47852,Really,accept
47853,Huh uh,accept
47854,Right,accept
47855,Right,accept
47856,Uh huh,accept
47857,Oh okay,accept
47858,Uh huh,accept
47859,Sure,accept
47860,no,reject
47861,Uh huh,accept
47862,Uh huh,accept
47863,Yeah,accept
47864,Right,accept
47865,Yeah,accept
47866,Uh huh,accept
47867,Oh,accept
47868,Uh huh,accept
47869,What phenomenon would you expect to read about in the monthly publication The Bigfoot News ?,wh-question
47870,Yeah,accept
47871,Uh huh,accept
47872,Yeah,accept
47873,Yeah,accept
47874,How many consecutive baseball games did Lou Gehrig play ?,wh-question
47875,How many e-commerce companies are started every day ?,wh-question
47876,Right,accept
47877,In what year was the movie the Ten Commandments released ?,wh-question
47878,Oh yes,accept
47879,Right,accept
47880,What 's the population of Mississippi ?,wh-question
47881,Oh yes,accept
47882,Yeah,accept
47883,Right,accept
47884,When was Berlin 's Brandenburg gate erected ?,wh-question
47885,Right,accept
47886,Uh huh,accept
47887,Yeah,accept
47888,Uh huh,accept
47889,Uh huh,accept
47890,Yeah,accept
47891,Uh huh,accept
47892,Uh huh,accept
47893,uh huh,accept
47894,Uh huh,accept
47895,Yes,accept
47896,Yeah,accept
47897,Usually I get distracted off the topic,farewell
47898,What does the E stand for in the equation E=mc2 ?,wh-question
47899,Uh huh laughter,accept
47900,yeah,accept
47901,Uh huh,accept
47902,What is a pig in a poke ?,wh-question
47903,A normal human pregnancy lasts how many months ?,wh-question
47904,Uh huh,accept
47905,Oh,accept
47906,we re we think books are important around here,farewell
47907,Yeah,accept
47908,Sure,accept
47909,Bye bye,farewell
47910,What is a fear of food ?,wh-question
47911,Uh huh,accept
47912,Yes,accept
47913,What is the medical condition of hypertension ?,wh-question
47914,Uh huh,accept
47915,Where you from,wh-question
47916,Yeah,accept
47917,Uh huh,accept
47918,Yeah,farewell
47919,Uh huh,accept
47920,Uh huh,accept
47921,Yeah,accept
47922,Right,accept
47923,How long would you be there,wh-question
47924,Yeah,accept
47925,Yeah,accept
47926,Uh huh,accept
47927,yeah,accept
47928,Uh yes,accept
47929,Right,accept
47930,Yeah,accept
47931,What city did the Flintstones live in ?,wh-question
47932,How many times can a nickel-cadmium rechargeable battery be recharged ?,wh-question
47933,Yeah laughter,accept
47934,Yeah,accept
47935,Yeah,accept
47936,Uh huh,accept
47937,Yeah,accept
47938,Well how do you feel about women in uh armed services,wh-question
47939,Uh huh,accept
47940,yes,accept
47941,but what do you where do you,wh-question
47942,Uh huh,accept
47943,Uh huh,accept
47944,what is that restaurant off of Central,wh-question
47945,What 's the farthest planet from the sun ?,wh-question
47946,Uh huh,accept
47947,Right,accept
47948,Oh yeah,accept
47949,no,reject
47950,Yeah,accept
47951,Okay,accept
47952,Uh huh,accept
47953,Yeah,accept
47954,yeah,accept
47955,Uh huh,accept
47956,And where did you go,wh-question
47957,Yeah,accept
47958,Yeah,accept
47959,Yeah,accept
47960,Huh,accept
47961,Uh huh,accept
47962,Yeah,accept
47963,Uh huh,accept
47964,Uh huh,accept
47965,Okay,farewell
47966,Yeah,accept
47967,Yeah,accept
47968,Uh huh,accept
47969,Uh huh,accept
47970,Yeah,accept
47971,Uh huh,accept
47972,Sure,accept
47973,"What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?",wh-question
47974,Oh yeah,accept
47975,Yes,accept
47976,How does lightning travel ?,wh-question
47977,Uh huh,accept
47978,Yeah,accept
47979,Uh huh,accept
47980,Uh huh,accept
47981,Very faint Uh huh,accept
47982,What is the half-life of P-32 ?,wh-question
47983,Right,accept
47984,Right,accept
47985,Uh huh,accept
47986,Uh huh,accept
47987,Um,accept
47988,Uh huh,accept
47989,Uh huh,accept
47990,Yeah,accept
47991,I am sure I will,farewell
47992,Right,farewell
47993,Yeah,accept
47994,Uh huh,accept
47995,Uh huh,accept
47996,Uh huh,accept
47997,Right,accept
47998,What is a fear of touching ?,wh-question
47999,Uh huh,accept
48000,Yeah,accept
48001,How does the Nintendo `` Zapper '' work ?,wh-question
48002,no,reject
48003,Yes,accept
48004,Very faint Uh huh,accept
48005,Yeah,accept
48006,Uh huh,accept
48007,Yeah,accept
48008,Uh huh,accept
48009,Uh huh,accept
48010,How can your school march in the Macy 's Thanksgiving Parade ?,wh-question
48011,Work Hard!,imperative
48012,Right,accept
48013,Yeah,accept
48014,Nice talking to you,farewell
48015,Now do you where did you first get your lessons from,wh-question
48016,Yeah,accept
48017,Right,accept
48018,Boxing Day is celebrated on what date ?,wh-question
48019,Uh huh,accept
48020,Uh,accept
48021,Right,accept
48022,Yeah,accept
48023,Huh uh,accept
48024,Yeah,accept
48025,Yeah,accept
48026,Yeah,accept
48027,Uh huh,accept
48028,Uh huh,accept
48029,do you get to pick the subject,farewell
48030,Oh,accept
48031,Bye bye,farewell
48032,Uh huh,accept
48033,Really,accept
48034,Uh huh,accept
48035,Laughter yeah,accept
48036,How many muscles does an oyster have ?,wh-question
48037,Uh huh,accept
48038,"What late-night TV show features Larry , Bud , Melman and Toast on a Stick ?",wh-question
48039,Uh huh,accept
48040,Uh huh,accept
48041,Right,accept
48042,Yeah,accept
48043,Uh huh,accept
48044,yeah,accept
48045,Yeah,accept
48046,Yeah,accept
48047,Sure,accept
48048,Yeah,accept
48049,Oh,accept
48050,Yeah,accept
48051,Yeah,accept
48052,Uh huh,accept
48053,Yeah,accept
48054,Right,accept
48055,Uh huh,accept
48056,Yeah,accept
48057,Well yeah,accept
48058,Right,accept
48059,But uh no,reject
48060,Bye bye,farewell
48061,Buccaneers,reject
48062,Yeah,accept
48063,yeah,accept
48064,Uh huh,accept
48065,Oh,accept
48066,Yeah well,farewell
48067,Right,accept
48068,Uh huh,accept
48069,What is the origin of the name Katie ?,wh-question
48070,What Lewis Carroll book introduced Humpty Dumpty to the world ?,wh-question
48071,Yeah,accept
48072,Where is Dartmouth College ?,wh-question
48073,Uh huh,accept
48074,What are you throat_clearing what are you studying there at Heidelberg,wh-question
48075,Yeah,accept
48076,Meow Yeah,accept
48077,Yes,accept
48078,Uh huh,accept
48079,Uh huh,accept
48080,Uh huh,farewell
48081,Laughter Really,accept
48082,Uh huh,accept
48083,Uh huh,accept
48084,Sure,accept
48085,Yeah,accept
48086,Yes,accept
48087,Oh,accept
48088,Uh huh,accept
48089,"What U.S. vice-president once declared : `` If you 've seen one slum , you 've seen them all '' ?",wh-question
48090,Not with me personally,reject
48091,It was it was talk nice talking to you too,farewell
48092,and I live in Te Texas too,greeting
48093,Uh huh,accept
48094,Throat_clearing Yeah,accept
48095,Yeah,accept
48096,And uh have a good life the rest of it,farewell
48097,Right,accept
48098,Yeah,accept
48099,Sure,accept
48100,Uh huh,accept
48101,Hm,accept
48102,Yeah,accept
48103,Uh huh,accept
48104,Uh huh,accept
48105,Yeah,accept
48106,Oh yeah,accept
48107,Yeah,accept
48108,yeah,accept
48109,Yeah,accept
48110,Uh huh,accept
48111,Uh huh,accept
48112,yes,accept
48113,Yeah,accept
48114,Right,accept
48115,Uh huh,accept
48116,Yeah,accept
48117,Uh huh,accept
48118,How many types of dogs ' tails are there - three,wh-question
48119,Uh huh,accept
48120,Oh yeah,accept
48121,Hit the ball.,imperative
48122,Right,accept
48123,If you re having a dinner party what what would you serve,wh-question
48124,but I don t like it enough to buy it,reject
48125,Well it certainly was uh noise,farewell
48126,Huh,accept
48127,Right,accept
48128,Take care now,farewell
48129,Oh,accept
48130,Okay,accept
48131,Uh why did you choose a private school,wh-question
48132,Yeah,accept
48133,Uh huh,accept
48134,Oh,accept
48135,Uh huh,accept
48136,Oh,accept
48137,Yeah,accept
48138,Uh huh,accept
48139,Uh huh,accept
48140,Yeah,accept
48141,Yes,accept
48142,Yeah,accept
48143,Uh huh,accept
48144,Oh,accept
48145,When did beethoven die ?,wh-question
48146,Yeah,accept
48147,Uh huh,accept
48148,Yeah,accept
48149,Yeah,accept
48150,Yeah,accept
48151,Uh huh,accept
48152,What country would you visit to ski in the Dolomites ?,wh-question
48153,Yeah,accept
48154,Okay,farewell
48155,Yeah,accept
48156,Uh huh,accept
48157,Uh huh,accept
48158,Yeah,accept
48159,Uh huh,accept
48160,Cough Yeah,accept
48161,Uh huh,accept
48162,Yeah,accept
48163,Uh huh,accept
48164,Yeah,accept
48165,I see,accept
48166,Set a repeating alarm for weekdays at 9a.m.,imperative
48167,yeah,accept
48168,Right,accept
48169,Yeah,accept
48170,How many degrees cooler is the inside of a cucumber than the air outside ?,wh-question
48171,What have you seen,wh-question
48172,Uh huh,accept
48173,Yeah,accept
48174,Yeah,accept
48175,Uh huh,accept
48176,Laughter Yeah,accept
48177,Uh huh,accept
48178,Yeah,accept
48179,Yeah,accept
48180,Yeah,accept
48181,Yeah,accept
48182,Uh huh,accept
48183,Right,accept
48184,Uh huh,accept
48185,Yeah,accept
48186,Yeah,accept
48187,Uh huh,accept
48188,Right,accept
48189,Uh huh,accept
48190,Uh huh,accept
48191,What war was fought by the Spanish as far as the Philippines ?,wh-question
48192,Yeah,accept
48193,Right,accept
48194,Yeah,accept
48195,What color is it,wh-question
48196,What is the tallest mountain ?,wh-question
48197,Right,accept
48198,Bye bye talking,farewell
48199,I m sorry,reject
48200,uh huh,accept
48201,Uh huh,accept
48202,No,accept
48203,Uh huh,accept
48204,What is the frequency of VHF ?,wh-question
48205,Well how about who,wh-question
48206,Yeah,accept
48207,Yeah,accept
48208,Um it was really nice talking to you,farewell
48209,So who s your favorite team,wh-question
48210,Uh huh,accept
48211,Oh,accept
48212,What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,wh-question
48213,Right,accept
48214,Well what kind of music did you all listen to Buzz,wh-question
48215,yeah,accept
48216,Uh huh,accept
48217,Well yeah,accept
48218,but where did you grow up in California,wh-question
48219,Uh huh,accept
48220,Oh,accept
48221,Um um,accept
48222,yeah,accept
48223,Laughter Yeah,accept
48224,Uh huh,accept
48225,Yeah,accept
48226,Oh yeah,accept
48227,Uh huh,accept
48228,Uh huh,accept
48229,Yeah,accept
48230,Uh huh,accept
48231,So what what kinds of things did you experience in L A when you were there,wh-question
48232,uh huh,accept
48233,Yeah,accept
48234,It was really enjoyable,farewell
48235,Yeah throat_clearing,accept
48236,Uh huh,accept
48237,Uh huh,accept
48238,Uh huh,accept
48239,Right,accept
48240,Uh huh,accept
48241,Uh huh,accept
48242,Oh yeah,accept
48243,Yeah,accept
48244,Who was the first woman golfer to earn a million ?,wh-question
48245,Yeah,accept
48246,Uh huh,accept
48247,Oh really,accept
48248,Laughter Oh,accept
48249,Oh yes,accept
48250,Who are the Challengers of the Unknown ?,wh-question
48251,Uh huh,accept
48252,Uh huh,accept
48253,What age uh if you don t mind me asking,wh-question
48254,Uh huh,accept
48255,Yeah,accept
48256,How many colonies did Germany get to keep after World War I ?,wh-question
48257,Uh huh,accept
48258,"What kind of sports did they play in the years 1642-1649 , the English Civil War time ?",wh-question
48259,Yeah,accept
48260,Right,accept
48261,um,accept
48262,Uh huh very faint,accept
48263,Right,accept
48264,Uh huh,accept
48265,Do you know,farewell
48266,yeah,accept
48267,Yeah,accept
48268,What 1976 Deep Throat clone provides the leading lady with a second larynx ?,wh-question
48269,Oh yeah,accept
48270,Right,accept
48271,Okay,farewell
48272,Oh yeah,accept
48273,repair your camera.,imperative
48274,Uh huh,accept
48275,Yeah,accept
48276,Uh huh,accept
48277,Uh huh,accept
48278,well it s been nice talking with you,farewell
48279,What is the largest museum in the world ?,wh-question
48280,What is the longest word in the English language ?,wh-question
48281,What are some good medical sites for information ?,wh-question
48282,Yeah,accept
48283,Yeah,accept
48284,yeah,accept
48285,What is a transistor ?,wh-question
48286,Right,accept
48287,Uh huh,accept
48288,Yeah,accept
48289,Yeah Laughter,accept
48290,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",wh-question
48291,Uh huh,accept
48292,Oh,accept
48293,So how long are we supposed to talk for,wh-question
48294,Yeah,accept
48295,Oh,accept
48296,Oh,accept
48297,Uh huh,accept
48298,Yeah,accept
48299,Uh huh,accept
48300,Um uh huh,accept
48301,Sniffing Right,accept
48302,Who won World War II ?,wh-question
48303,uh huh,accept
48304,Right,accept
48305,Yeah,accept
48306,Well no that is exciting,reject
48307,Um,accept
48308,Uh huh,accept
48309,Okay,farewell
48310,Right,accept
48311,Uh huh,accept
48312,Yeah,accept
48313,"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?",wh-question
48314,Okay very faint,accept
48315,Yeah,accept
48316,Oh,accept
48317,Uh huh,accept
48318,So but uh anyway where do you like to eat,wh-question
48319,Yeah,accept
48320,Yeah,accept
48321,Yeah,accept
48322,Sure,accept
48323,Uh,accept
48324,Oh yeah,accept
48325,Uh huh,accept
48326,Uh huh,accept
48327,yeah,accept
48328,Right,accept
48329,Hi,greeting
48330,Oh yeah laughter,accept
48331,Oh yeah,accept
48332,What are some of the other questions,wh-question
48333,Wow,accept
48334,Right,accept
48335,Uh huh,accept
48336,Right,accept
48337,Yeah,accept
48338,Yeah,accept
48339,uh huh,accept
48340,Well what are your hobbies,wh-question
48341,Yeah,accept
48342,Yeah,accept
48343,Uh huh,accept
48344,Right,accept
48345,Uh huh,accept
48346,Sure,accept
48347,Yep,accept
48348,What is George Lucas 's e-mail address ?,wh-question
48349,Uh huh,accept
48350,Yeah,accept
48351,Yeah,accept
48352,Yeah,accept
48353,Uh huh,accept
48354,Yeah,accept
48355,Yeah,accept
48356,Yeah,accept
48357,Right,accept
48358,Okay,accept
48359,Oh okay,accept
48360,Uh huh,accept
48361,What is the airport code for Los Angeles International ?,wh-question
48362,What are the five richest countries in the world ?,wh-question
48363,yeah,accept
48364,What mountain range extends from the Gulf of St. Lawrence to Alabama ?,wh-question
48365,What does the name Calder mean ?,wh-question
48366,Oh alright,accept
48367,Huh,accept
48368,Huh How long are the cruises,wh-question
48369,Right,accept
48370,Yeah,accept
48371,Uh huh,accept
48372,Yeah,accept
48373,Yeah,accept
48374,Oh,accept
48375,Yeah,accept
48376,How were the days of the week named ?,wh-question
48377,Yes,accept
48378,Uh huh,accept
48379,Uh huh,accept
48380,yeah,accept
48381,Yeah,accept
48382,Uh huh,accept
48383,Oh,accept
48384,How did he do that,wh-question
48385,Yeah,accept
48386,Uh huh,accept
48387,Yeah,accept
48388,Uh huh,accept
48389,Uh huh,accept
48390,And how old are your kids,wh-question
48391,Uh not that I can think of,reject
48392,Oh,accept
48393,No,reject
48394,Oh,accept
48395,Huh,accept
48396,Yeah,accept
48397,Okay,accept
48398,Yeah,accept
48399,Right,accept
48400,Uh huh,accept
48401,Yes,accept
48402,Uh huh,accept
48403,Uh huh,accept
48404,Oh uh huh,accept
48405,Yeah,accept
48406,Yeah,accept
48407,Yeah,accept
48408,Uh huh,accept
48409,What sign is The Water Carrier the zodiacal symbol for ?,wh-question
48410,Right,accept
48411,Music Uh huh,accept
48412,Oh yeah,accept
48413,Uh huh,accept
48414,Uh huh,accept
48415,Really,accept
48416,Call me tomorrow,imperative
48417,Right,accept
48418,Uh huh,accept
48419,Yeah,accept
48420,Uh huh,accept
48421,Texas is the big one,farewell
48422,Uh huh,accept
48423,Uh huh,accept
48424,this is Donna Donahue,greeting
48425,Uh huh,accept
48426,Huh uh,accept
48427,Right,accept
48428,How do you get bubblegum out of carpet ?,wh-question
48429,Yeah,accept
48430,Yeah,accept
48431,Bye bye,farewell
48432,Uh huh,accept
48433,well nice to talk to you,farewell
48434,Uh huh,accept
48435,Yeah,accept
48436,Uh huh,accept
48437,uh huh,accept
48438,What New England state covers 5.9 square miles ?,wh-question
48439,Oh yeah,accept
48440,Meow Yeah,accept
48441,What terror of the sea did Johnny Horton sing about ?,wh-question
48442,Uh huh,accept
48443,Yeah,accept
48444,Uh huh,accept
48445,Um not really,reject
48446,Uh huh,accept
48447,Call Jenny,imperative
48448,Uh huh,accept
48449,Uh huh,accept
48450,What what do you where are you from,wh-question
48451,Yes,accept
48452,What is the location of McCarren Airport ?,wh-question
48453,Yeah,accept
48454,Yeah,accept
48455,yeah,accept
48456,Uh huh,accept
48457,Uh huh,accept
48458,Yeah,accept
48459,Yeah,accept
48460,Uh huh,accept
48461,Uh huh,accept
48462,Uh huh,accept
48463,Yeah,accept
48464,Uh huh,accept
48465,Yeah,accept
48466,Right,accept
48467,Yes,accept
48468,Really,accept
48469,Uh huh,accept
48470,Uh huh,accept
48471,Yeah,accept
48472,Yeah,accept
48473,Uh huh,accept
48474,Okay,accept
48475,Breathing Yes,accept
48476,What did brontosauruses eat ?,wh-question
48477,Uh huh,accept
48478,Uh huh,accept
48479,Uh huh breathing,accept
48480,Right,accept
48481,Yeah,accept
48482,Uh huh,accept
48483,Yeah,accept
48484,no,reject
48485,Right,accept
48486,Yeah,accept
48487,Yeah,accept
48488,Right,accept
48489,Uh huh,accept
48490,Okay,accept
48491,Uh huh,accept
48492,Yeah,accept
48493,Uh huh,accept
48494,Uh huh,accept
48495,How old was George Washington when he died ?,wh-question
48496,Yeah,farewell
48497,Yes uh huh,accept
48498,No,reject
48499,Uh huh,accept
48500,Where have the most dinosaur remains been found ?,wh-question
48501,Yeah,accept
48502,Thank you,farewell
48503,Yeah,accept
48504,Um,accept
48505,Uh huh,accept
48506,Uh huh,accept
48507,Really,accept
48508,Uh huh,accept
48509,Oh,accept
48510,Yeah,accept
48511,Play the guitar for me.,imperative
48512,Uh huh,accept
48513,Uh huh,accept
48514,Right,accept
48515,Um,accept
48516,Uh huh,accept
48517,Uh huh,accept
48518,Laughter Yeah,accept
48519,huh uh,accept
48520,Yeah,accept
48521,How can you get rust stains out of clothing ?,wh-question
48522,Bye bye,farewell
48523,Why do they do that,wh-question
48524,Uh huh,accept
48525,How many Leos have been Pope ?,wh-question
48526,Uh huh,accept
48527,no,reject
48528,Uh huh,accept
48529,Who played Sally Rogers on The Dick Van Dyke Show ?,wh-question
48530,Yeah,accept
48531,Uh huh,accept
48532,Uh huh,accept
48533,Uh huh,accept
48534,Yeah,accept
48535,Right,accept
48536,Uh huh,accept
48537,Yeah,accept
48538,Yeah,accept
48539,Yeah,accept
48540,And I m not sure that s good either,accept
48541,Yeah,farewell
48542,Uh huh,accept
48543,Right,accept
48544,But well Michelle it s great talking to,farewell
48545,Uh huh,accept
48546,Stop talking now!,imperative
48547,Uh huh,accept
48548,Uh huh,accept
48549,How many double-word-score spaces are there on a Scrabble Crossword Game board ?,wh-question
48550,Uh huh,accept
48551,Yeah,accept
48552,You re probably a veteran laughter,farewell
48553,Oh,accept
48554,Uh huh,accept
48555,Laughter Yeah,accept
48556,yeah,accept
48557,Laughter Yeah you know,accept
48558,Right,accept
48559,Uh huh,accept
48560,Compose your atoms with Protons and neutrons.,imperative
48561,Yeah,accept
48562,Yeah,accept
48563,Yeah,accept
48564,Yeah,accept
48565,Uh huh,accept
48566,Oh yeah,accept
48567,Uh huh,accept
48568,Oh yes,accept
48569,Oh,accept
48570,Oh really,accept
48571,Let the river rock you like a cradle Climb to the treetops,imperative
48572,Uh huh,accept
48573,Yeah,accept
48574,Yeah,accept
48575,Laughter Yeah,accept
48576,Yeah,accept
48577,Uh huh,accept
48578,Oh no,accept
48579,Okay,farewell
48580,Do not miss your class.,imperative
48581,Yeah,accept
48582,uh huh,accept
48583,Yeah,accept
48584,Uh huh,accept
48585,Yeah,accept
48586,Yeah,accept
48587,Yeah,accept
48588,Yeah,accept
48589,Yeah,accept
48590,Uh huh,accept
48591,Yeah,accept
48592,Yeah,accept
48593,Oh,accept
48594,Uh huh,accept
48595,Yeah,accept
48596,Uh huh,accept
48597,Uh huh,accept
48598,Yeah,accept
48599,yeah,accept
48600,yeah oh,accept
48601,Yeah,accept
48602,Yeah,accept
48603,Yeah,accept
48604,Yeah,accept
48605,Uh huh,accept
48606,What is Goldfinger 's first name ?,wh-question
48607,What is the speed of the Mississippi River ?,wh-question
48608,Who was the first American world chess champion ?,wh-question
48609,Yeah,accept
48610,Oh,accept
48611,Right,accept
48612,Uh huh,accept
48613,Right,accept
48614,Yeah,accept
48615,How many horses are there on a polo team ?,wh-question
48616,Yeah,accept
48617,Yeah,accept
48618,Yeah,accept
48619,right,accept
48620,What year was the setting for American Graffiti ?,wh-question
48621,Yeah,accept
48622,Right,accept
48623,Uh huh,accept
48624,Yep,accept
48625,Uh huh,accept
48626,Oh,accept
48627,Uh huh,accept
48628,Uh huh,accept
48629,I uh noise was thinking about salaries and benefits and,wh-question
48630,Who wrote NN DT NNP NNP '' ?,wh-question
48631,Right,accept
48632,Uh huh,accept
48633,Yeah,accept
48634,uh huh,accept
48635,yeah,accept
48636,Uh huh,accept
48637,Uh huh,accept
48638,Uh huh,accept
48639,Well yeah,accept
48640,Uh uh huh,accept
48641,Oh,accept
48642,"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?",wh-question
48643,"What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?",wh-question
48644,Uh huh,accept
48645,uh huh Uh,accept
48646,Yeah,accept
48647,Yeah,accept
48648,Uh huh,accept
48649,Uh huh,accept
48650,Who is the youngest of the Beatles ?,wh-question
48651,"Why do some jets have a vapor trail , and others do not ?",wh-question
48652,Yeah,accept
48653,Huh,accept
48654,Uh huh,accept
48655,Yeah faint,accept
48656,yeah,accept
48657,yeah,accept
48658,Uh huh,accept
48659,Yeah,accept
48660,Yeah,accept
48661,Uh huh,accept
48662,Oh yes,accept
48663,Uh huh,accept
48664,Uh huh,accept
48665,When did the last Americans leave Vietnam ?,wh-question
48666,What English queen had seventeen children ?,wh-question
48667,Yeah,accept
48668,Uh huh,accept
48669,Sure,accept
48670,do you know how did your budget work,wh-question
48671,Yeah,accept
48672,Right,accept
48673,Yeah,accept
48674,Oh okay,accept
48675,Yeah,accept
48676,Uh huh,accept
48677,Uh huh,accept
48678,right,accept
48679,Uh huh,accept
48680,Yeah,accept
48681,Yeah,accept
48682,Yeah laughter,accept
48683,Yeah,accept
48684,Yeah,accept
48685,Uh huh,accept
48686,Yeah,accept
48687,Okay,accept
48688,Yeah,accept
48689,Uh huh,accept
48690,Who shot Lee Harvey Oswald ?,wh-question
48691,Uh huh,accept
48692,What French seaport claims to be The Home of Wines ?,wh-question
48693,Where is that,wh-question
48694,Oh uh yeah,accept
48695,Uh huh,accept
48696,Uh huh,accept
48697,Uh huh,accept
48698,What building are British monarchs crowned in ?,wh-question
48699,Yeah,accept
48700,Uh huh,accept
48701,Uh huh,accept
48702,Yes,accept
48703,In what country is Lund ?,wh-question
48704,What color is Mr. Spock 's blood ?,wh-question
48705,Yeah,accept
48706,Uh huh,accept
48707,Yeah,accept
48708,Uh huh,accept
48709,Yeah,accept
48710,What is the average cost for four years of medical school ?,wh-question
48711,Uh huh,accept
48712,Who was the lyricist and who was the composer between Gilbert and Sullivan ?,wh-question
48713,Huh uh,accept
48714,Yeah,accept
48715,Musician Ray Charles plays what instrument ?,wh-question
48716,Uh huh,accept
48717,Uh huh,accept
48718,Bye bye,farewell
48719,Oh,accept
48720,How many cards are dealt to each player in Gin Rummy ?,wh-question
48721,Well it was good talking to you,farewell
48722,Well,accept
48723,Throat_clearing Yeah,accept
48724,What one of the Backstreet Boys are single ?,wh-question
48725,And uh I ll have to check out that book you,farewell
48726,Oh yeah,accept
48727,Uh huh,accept
48728,Well we probably have we talked long enough,farewell
48729,Whereabouts,wh-question
48730,Which ear can most people hear better with ?,wh-question
48731,What army was founded by William Booth and his wife Catherine ?,wh-question
48732,Uh huh,accept
48733,Uh huh,accept
48734,Oh,accept
48735,yeah,farewell
48736,Me too,farewell
48737,Right,accept
48738,What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?,wh-question
48739,Uh huh,accept
48740,Oh yeah,accept
48741,Bye bye,farewell
48742,uh huh,accept
48743,Yeah,accept
48744,Right,accept
48745,Yeah,accept
48746,Okay But how long in feet,wh-question
48747,Who was Jinnah ?,wh-question
48748,Yeah,accept
48749,Uh huh,accept
48750,Uh huh,accept
48751,Uh huh,accept
48752,What disease does Katharine Hepburn have that makes her voice shake ?,wh-question
48753,Uh huh,accept
48754,Uh huh,accept
48755,Crack the game.,imperative
48756,"What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?",wh-question
48757,Where can I read about Chiang Kai-shek ?,wh-question
48758,Uh huh,accept
48759,Uh huh,accept
48760,Yeah,accept
48761,Hello Ann,greeting
48762,Yeah,accept
48763,Uh huh,accept
48764,Yes,accept
48765,Yeah,accept
48766,Right,accept
48767,Right,accept
48768,What President was assassinated by Charles J. Guiteau ?,wh-question
48769,Uh huh,accept
48770,Oh yeah,accept
48771,Yeah,accept
48772,How can I search for a word within my own webpage ?,wh-question
48773,Uh huh,accept
48774,Yeah,accept
48775,Yeah,accept
48776,Yes,accept
48777,Right,accept
48778,Yeah,accept
48779,Uh huh,accept
48780,How many American soldiers have died for their country to date ?,wh-question
48781,Uh huh,accept
48782,Right,accept
48783,Oh,accept
48784,Laughter Oh yeah,accept
48785,What holidays are celebrated in Ireland ?,wh-question
48786,Yeah,accept
